Genome1	Gen1	Start1	End1	Genome2	Gen2	Start2	End2	Info
1	At1g21850	7670519	7667792	1	At1g41830	15610243	15606333	1.1e-219
1	At1g07070	2168651	2169702	1	At1g41880	15654868	15654026	4.3e-56
1	At1g19260	6659560	6657251	1	At1g41920	15686928	15683419	1.3e-175
1	At1g35100	12830530	12831317	1	At1g42393	15864714	15864058	1.1e-100
1	At1g35090	12829859	12828851	1	At1g42400	15867982	15867047	1.3e-88
1	At1g06720	2067280	2060614	1	At1g42440	15902379	15897968	1.6e-23
1	At1g35770	13276890	13270778	1	At1g42460	15919925	15915960	2.3e-122
1	At1g37020	14049176	14052183	1	At1g42515	15961067	15961783	9.2e-29
1	At1g05200	1505641	1509001	1	At1g42540	15975929	15979143	5.9e-249
1	At1g40080	14920073	14919609	1	At1g42630	16027738	16028202	1.9e-78
1	At1g40087	15004309	15002203	1	At1g42700	16069371	16070032	2.4e-11
1	At1g19260	6659560	6657251	1	At1g42710	16081007	16080032	6.8e-32
1	At1g41920	15686928	15683419	1	At1g42710	16081007	16080032	3.1e-37
1	At1g12900	4394281	4392632	1	At1g42970	16129992	16132024	3.7e-137
1	At1g13440	4610491	4608462	1	At1g42970	16129992	16132024	2.2e-68
1	At1g16300	5574427	5577400	1	At1g42970	16129992	16132024	2.3e-80
1	At1g31810	11405702	11399903	1	At1g42980	16135784	16137896	2.1e-46
1	At1g21000	7337908	7339077	1	At1g43000	16143256	16144095	1.0e-56
1	At1g32700	11827568	11829424	1	At1g43000	16143256	16144095	2.6e-49
1	At1g28020	9771144	9768382	1	At1g43010	16156049	16156908	9.9e-50
1	At1g21060	7371788	7374074	1	At1g43020	16157857	16159384	1.5e-26
1	At1g17150	5865700	5867488	1	At1g43080	16218268	16216435	2.7e-143
1	At1g43080	16218268	16216435	1	At1g43090	16221590	16219637	8.5e-218
1	At1g43090	16221590	16219637	1	At1g43100	16224913	16222959	2.7e-244
1	At1g43205	16288816	16288403	1	At1g43230	16300798	16300385	1.6e-45
1	At1g19030	6571175	6572928	1	At1g43570	16405356	16404310	7.7e-50
1	At1g20320	7034864	7033836	1	At1g43600	16417797	16418462	7.5e-52
1	At1g43600	16417797	16418462	1	At1g43610	16427018	16427785	1.2e-99
1	At1g18740	6464116	6465264	1	At1g43630	16440036	16438885	2.7e-127
1	At1g25280	8864948	8866595	1	At1g43640	16443693	16442059	5.2e-131
1	At1g43666	16463911	16463621	1	At1g43667	16467906	16467610	7.3e-22
1	At1g06070	1837115	1835200	1	At1g43700	16486792	16488457	4.8e-46
1	At1g35820	13310469	13309331	1	At1g43720	16497520	16498518	9.9e-31
1	At1g40390	15437115	15435017	1	At1g43760	16533505	16531320	1.4e-76
1	At1g15000	5168608	5169942	1	At1g43780	16566251	16569839	7.4e-38
1	At1g28110	9806819	9804140	1	At1g43780	16566251	16569839	1.8e-112
1	At1g41900	15675592	15673379	1	At1g43870	16629534	16630535	7.9e-68
1	At1g34310	12511498	12508526	1	At1g43950	16676392	16675022	1.1e-105
1	At1g35240	12930501	12927435	1	At1g43950	16676392	16675022	7.0e-104
1	At1g35540	13108612	13111678	1	At1g43950	16676392	16675022	1.1e-103
1	At1g15640	5379072	5380022	1	At1g44010	16717096	16717944	1.9e-37
1	At1g44020	16721096	16719132	1	At1g44030	16729006	16727213	2.8e-203
1	At1g15570	5363029	5365213	1	At1g44110	16779622	16777475	3.6e-82
1	At1g11040	3680924	3679225	1	At1g44160	16797472	16798716	5.1e-53
1	At1g27000	9374055	9376409	1	At1g44674	16884331	16884573	3.0e-16
1	At1g30840	10974562	10975710	1	At1g44750	16895128	16897608	1.8e-32
1	At1g21890	7685570	7682797	1	At1g44800	16919298	16916782	1.4e-112
1	At1g43650	16449254	16446301	1	At1g44800	16919298	16916782	5.4e-49
1	At1g11510	3872836	3871778	1	At1g44810	16926061	16926951	2.3e-29
1	At1g44180	16812853	16810679	1	At1g44820	16928791	16930794	6.0e-201
1	At1g19210	6627521	6626964	1	At1g44830	16936232	16936867	5.5e-24
1	At1g21910	7696644	7697336	1	At1g44830	16936232	16936867	9.0e-40
1	At1g35100	12830530	12831317	1	At1g44850	16951857	16949680	1.6e-113
1	At1g42393	15864714	15864058	1	At1g44850	16951857	16949680	1.2e-101
1	At1g35090	12829859	12828851	1	At1g44860	16953758	16952744	1.7e-118
1	At1g42400	15867982	15867047	1	At1g44860	16953758	16952744	4.1e-85
1	At1g40080	14920073	14919609	1	At1g44875	16955248	16955914	3.9e-23
1	At1g42630	16027738	16028202	1	At1g44875	16955248	16955914	2.1e-24
1	At1g35110	12840975	12833376	1	At1g44880	16962482	16956826	3.2e-276
1	At1g36970	14020797	14018826	1	At1g44880	16962482	16956826	6.9e-42
1	At1g11590	3892634	3894620	1	At1g44980	17008363	17006696	1.5e-95
1	At1g35180	12878622	12877208	1	At1g45010	17017843	17015953	4.0e-92
1	At1g11530	3874518	3875311	1	At1g45145	17078696	17077704	4.2e-19
1	At1g19730	6824011	6823154	1	At1g45145	17078696	17077704	5.7e-38
1	At1g30640	10861279	10864682	1	At1g45160	17092717	17086254	9.5e-74
1	At1g17970	6185025	6187195	1	At1g45180	17101775	17104123	1.1e-27
1	At1g30550	10823623	10820820	1	At1g45231	17153634	17150459	2.5e-60
1	At1g29180	10199614	10200948	1	At1g45243	17149498	17150289	1.4e-96
1	At1g15820	5447671	5446680	1	At1g45474	17181793	17182879	7.2e-31
1	At1g19150	6612797	6613790	1	At1g45474	17181793	17182879	8.7e-45
1	At1g12150	4125326	4123528	1	At1g45545	17185397	17183055	1.8e-21
1	At1g10650	3525319	3524123	1	At1g45976	17201811	17203120	1.1e-39
1	At1g20710	7184475	7185257	1	At1g46480	17240393	17239343	2.4e-16
1	At1g46840	17272625	17274146	1	At1g46984	17277162	17278274	1.4e-89
1	At1g09850	3201850	3203877	1	At1g47128	17288049	17285579	1.0e-109
1	At1g20850	7252197	7253526	1	At1g47128	17288049	17285579	5.2e-99
1	At1g44110	16779622	16777475	1	At1g47230	17309192	17311027	4.1e-76
1	At1g47210	17303476	17305024	1	At1g47230	17309192	17311027	5.8e-132
1	At1g15960	5483592	5482196	1	At1g47240	17313748	17311483	1.9e-39
1	At1g19580	6774928	6777083	1	At1g47260	17325787	17323824	2.6e-113
1	At1g25280	8864948	8866595	1	At1g47270	17329268	17331004	6.7e-104
1	At1g17390	5959512	5958694	1	At1g47320	17351539	17352603	1.1e-57
1	At1g03270	799191	802436	1	At1g47330	17353589	17356179	4.1e-85
1	At1g47300	17343412	17342001	1	At1g47340	17358934	17356563	1.1e-62
1	At1g47340	17358934	17356563	1	At1g47350	17363162	17360887	4.7e-130
1	At1g09160	2955061	2953201	1	At1g47380	17377745	17375444	1.9e-126
1	At1g32430	11706305	11704912	1	At1g47390	17381984	17383096	1.9e-101
1	At1g19580	6774928	6777083	1	At1g47420	17399616	17398214	6.5e-12
1	At1g47260	17325787	17323824	1	At1g47420	17399616	17398214	2.5e-21
1	At1g45190	17106846	17107364	1	At1g47470	17417521	17417051	7.8e-73
1	At1g47450	17405633	17405124	1	At1g47470	17417521	17417051	8.9e-49
1	At1g07360	2262793	2260560	1	At1g47490	17427241	17429622	1.6e-11
1	At1g11650	3914895	3917941	1	At1g47500	17435122	17437245	6.5e-85
1	At1g47490	17427241	17429622	1	At1g47500	17435122	17437245	1.5e-181
1	At1g12950	4419847	4422460	1	At1g47530	17454164	17456550	4.7e-146
1	At1g23300	8266037	8263816	1	At1g47530	17454164	17456550	1.8e-144
1	At1g47550	17459611	17466336	1	At1g47560	17469191	17475800	0.
1	At1g04640	1292540	1293247	1	At1g47580	17487193	17488827	1.8e-14
1	At1g47625	17513929	17513250	1	At1g47640	17522438	17520849	5.8e-38
1	At1g07640	2355795	2354704	1	At1g47655	17527877	17528506	3.0e-20
1	At1g24400	8653550	8651552	1	At1g47670	17541926	17539274	9.4e-77
1	At1g47690	17546519	17546671	1	At1g47700	17549765	17549917	7.4e-13
1	At1g31010	11056854	11054907	1	At1g47720	17565299	17563954	7.5e-16
1	At1g47780	17597123	17597783	1	At1g47786	17600338	17601539	8.2e-46
1	At1g47765	17578532	17577346	1	At1g47790	17603613	17602444	1.0e-102
1	At1g19160	6614815	6614153	1	At1g47800	17603953	17605116	4.2e-22
1	At1g31000	11054542	11053358	1	At1g47810	17605944	17606999	1.0e-51
1	At1g47800	17603953	17605116	1	At1g47810	17605944	17606999	1.4e-97
1	At1g47813	17608998	17609258	1	At1g47820	17614554	17614844	4.0e-14
1	At1g45616	17188974	17185990	1	At1g47890	17647645	17650704	1.6e-285
1	At1g47885	17646474	17646066	1	At1g47890	17647645	17650704	4.5e-13
1	At1g19835	6859504	6856203	1	At1g47900	17654704	17651009	7.9e-215
1	At1g06630	2028070	2029441	1	At1g47915	17664421	17664642	7.7e-15
1	At1g22950	8127130	8125280	1	At1g47940	17671954	17673382	3.3e-12
1	At1g02400	486964	489391	1	At1g47990	17702324	17704503	5.9e-75
1	At1g30040	10537753	10539554	1	At1g47990	17702324	17704503	3.3e-65
1	At1g48010	17716329	17715160	1	At1g48020	17720433	17719903	3.6e-13
1	At1g47730	17567546	17566371	1	At1g48060	17731964	17733117	1.5e-114
1	At1g36960	14017237	14017949	1	At1g48095	17763811	17765667	1.5e-35
1	At1g02460	507099	504897	1	At1g48100	17770590	17773294	3.6e-139
1	At1g17930	6168425	6166631	1	At1g48120	17783293	17777907	2.5e-37
1	At1g46408	17235375	17234575	1	At1g48150	17789066	17790037	1.4e-20
1	At1g48210	17803220	17805467	1	At1g48220	17806532	17808623	8.2e-149
1	At1g30270	10655254	10658508	1	At1g48260	17820894	17817894	3.9e-110
1	At1g07120	2186579	2184873	1	At1g48280	17838864	17841221	1.0e-59
1	At1g43660	16452800	16453084	1	At1g48290	17846336	17848575	7.0e-15
1	At1g14205	4855577	4856757	1	At1g48350	17870937	17871883	6.9e-16
1	At1g06630	2028070	2029441	1	At1g48400	17887523	17885804	1.5e-57
1	At1g21990	7742095	7740519	1	At1g48400	17887523	17885804	1.3e-98
1	At1g47920	17664764	17666063	1	At1g48400	17887523	17885804	4.0e-110
1	At1g48390	17884571	17883116	1	At1g48400	17887523	17885804	3.8e-116
1	At1g31280	11181758	11185093	1	At1g48410	17895560	17889953	2.0e-122
1	At1g32160	11568681	11570221	1	At1g48450	17914013	17912414	1.8e-75
1	At1g30640	10861279	10864682	1	At1g48490	17930860	17926013	3.0e-68
1	At1g45160	17092717	17086254	1	At1g48490	17930860	17926013	1.2e-157
1	At1g23140	8203161	8202351	1	At1g48590	17966647	17967942	1.1e-48
1	At1g14900	5139348	5138660	1	At1g48620	17979969	17977816	1.2e-11
1	At1g15440	5309455	5306154	1	At1g48630	17986936	17985645	1.2e-15
1	At1g18080	6222318	6223894	1	At1g48630	17986936	17985645	4.3e-159
1	At1g08230	2585043	2583712	1	At1g48640	17990026	17992659	4.6e-36
1	At1g24400	8653550	8651552	1	At1g48640	17990026	17992659	1.4e-162
1	At1g25530	8967378	8964814	1	At1g48640	17990026	17992659	2.4e-133
1	At1g47670	17541926	17539274	1	At1g48640	17990026	17992659	4.2e-74
1	At1g06670	2040566	2047332	1	At1g48650	17998837	17993338	8.1e-134
1	At1g23160	8209221	8211314	1	At1g48660	18001640	17999616	7.3e-180
1	At1g48660	18001640	17999616	1	At1g48670	18004868	18002614	7.8e-209
1	At1g22950	8127130	8125280	1	At1g48740	18029628	18027258	6.3e-87
1	At1g48700	18016825	18014953	1	At1g48740	18029628	18027258	1.1e-101
1	At1g31730	11359888	11363897	1	At1g48760	18042929	18040320	7.0e-23
1	At1g25370	8898921	8898033	1	At1g48770	18043953	18044584	2.2e-27
1	At1g10600	3503766	3505393	1	At1g48790	18051095	18047593	3.5e-61
1	At1g48800	18053512	18056643	1	At1g48820	18058897	18063035	1.4e-214
1	At1g15310	5271942	5269168	1	At1g48900	18091411	18088640	6.7e-202
1	At1g04180	1104622	1105987	1	At1g48910	18095349	18097442	8.1e-94
1	At1g21430	7500834	7502175	1	At1g48910	18095349	18097442	5.5e-104
1	At1g45100	17053071	17054629	1	At1g48920	18101854	18105090	1.0e-16
1	At1g17210	5884650	5880495	1	At1g48950	18110731	18113776	1.5e-53
1	At1g14710	5064692	5062163	1	At1g48980	18122383	18123770	2.6e-20
1	At1g14870	5129453	5128586	1	At1g49030	18140462	18141514	8.9e-33
1	At1g44130	16791758	16789948	1	At1g49050	18154306	18156854	1.1e-80
1	At1g07560	2327317	2331093	1	At1g49100	18173773	18169815	1.3e-252
1	At1g28340	9940162	9943239	1	At1g49100	18173773	18169815	2.1e-38
1	At1g33260	12064776	12066094	1	At1g49100	18173773	18169815	7.4e-40
1	At1g25470	8945751	8944888	1	At1g49120	18177095	18178084	1.6e-21
1	At1g07050	2165132	2164326	1	At1g49130	18179604	18178409	4.2e-19
1	At1g25440	8935271	8933926	1	At1g49130	18179604	18178409	6.3e-36
1	At1g49200	18201966	18202646	1	At1g49220	18209614	18210369	8.4e-108
1	At1g49220	18209614	18210369	1	At1g49230	18212988	18213647	2.9e-46
1	At1g08130	2547812	2542910	1	At1g49250	18224201	18227924	9.9e-264
1	At1g22740	8049236	8050483	1	At1g49300	18238510	18240636	1.5e-78
1	At1g23760	8402131	8404136	1	At1g49320	18250109	18251485	2.1e-19
1	At1g47610	17507276	17508331	1	At1g49450	18309352	18310767	3.9e-110
1	At1g32120	11552906	11558588	1	At1g49470	18314222	18315130	4.3e-18
1	At1g13300	4556974	4558588	1	At1g49560	18346393	18347769	6.0e-29
1	At1g30870	10991516	10992866	1	At1g49570	18350745	18352380	2.9e-59
1	At1g11650	3914895	3917941	1	At1g49600	18363818	18360904	1.4e-89
1	At1g47500	17435122	17437245	1	At1g49600	18363818	18360904	4.2e-106
1	At1g19190	6623867	6624823	1	At1g49650	18382155	18381031	2.3e-89
1	At1g49640	18380312	18379365	1	At1g49650	18382155	18381031	4.6e-123
1	At1g47480	17420063	17421736	1	At1g49660	18383404	18382445	1.2e-69
1	At1g49650	18382155	18381031	1	At1g49660	18383404	18382445	1.4e-128
1	At1g45249	17169855	17167860	1	At1g49720	18404494	18406022	1.6e-67
1	At1g49100	18173773	18169815	1	At1g49730	18409216	18406286	4.0e-61
1	At1g13680	4690694	4692699	1	At1g49740	18411396	18413136	2.1e-88
1	At1g22760	8055588	8058788	1	At1g49760	18420408	18423421	8.4e-153
1	At1g34140	12434713	12433334	1	At1g49760	18420408	18423421	1.9e-87
1	At1g27660	9621688	9625653	1	At1g49830	18450327	18448779	1.5e-22
1	At1g27690	9636668	9638294	1	At1g49840	18455911	18457825	1.2e-131
1	At1g27730	9648972	9648289	1	At1g49900	18481311	18477776	8.2e-20
1	At1g17520	6027217	6024952	1	At1g49950	18500381	18498107	1.5e-28
1	At1g10540	3477757	3475025	1	At1g49960	18502368	18505367	1.7e-164
1	At1g02560	538000	539805	1	At1g49970	18508130	18505604	1.7e-23
1	At1g09130	2942219	2940065	1	At1g49970	18508130	18505604	6.1e-48
1	At1g15680	5393402	5394634	1	At1g49990	18517541	18518656	3.6e-40
1	At1g04820	1358265	1356420	1	At1g50010	18521405	18523397	2.2e-226
1	At1g10020	3271734	3269941	1	At1g50040	18545904	18547491	5.6e-95
1	At1g50050	18549833	18552714	1	At1g50060	18554854	18556114	1.0e-54
1	At1g33710	12219637	12220269	1	At1g50080	18557944	18557669	2.4e-16
1	At1g10070	3288257	3290166	1	At1g50090	18560462	18558309	7.9e-112
1	At1g50090	18560462	18558309	1	At1g50110	18563887	18561871	3.2e-163
1	At1g02890	651797	645372	1	At1g50140	18579492	18573589	4.2e-106
1	At1g10455	3438556	3439014	1	At1g50220	18608243	18606626	2.9e-11
1	At1g02970	673408	676127	1	At1g50230	18610731	18612759	3.4e-21
1	At1g06430	1962524	1960213	1	At1g50250	18620598	18618066	6.7e-138
1	At1g07510	2305686	2309377	1	At1g50250	18620598	18618066	4.2e-106
1	At1g08070	2516596	2514371	1	At1g50270	18625712	18627502	9.6e-91
1	At1g07340	2254872	2256366	1	At1g50310	18639652	18641778	8.4e-92
1	At1g11260	3777460	3780133	1	At1g50310	18639652	18641778	1.3e-159
1	At1g03680	917864	916989	1	At1g50320	18643132	18642274	2.7e-15
1	At1g43560	16402268	16400799	1	At1g50320	18643132	18642274	1.6e-19
1	At1g48010	17716329	17715160	1	At1g50340	18651517	18651044	1.7e-15
1	At1g42680	16044096	16045320	1	At1g50360	18654356	18660774	3.7e-40
1	At1g20380	7061655	7065037	1	At1g50380	18666148	18669853	3.9e-53
1	At1g06030	1826879	1828129	1	At1g50390	18671345	18670654	2.3e-41
1	At1g05120	1476066	1471623	1	At1g50410	18676496	18681033	8.8e-87
1	At1g11100	3709302	3703934	1	At1g50410	18676496	18681033	3.1e-200
1	At1g11020	3676968	3678350	1	At1g50440	18689767	18691314	6.0e-42
1	At1g47840	17621299	17618683	1	At1g50460	18697699	18701097	6.1e-105
1	At1g14400	4928131	4927289	1	At1g50490	18709971	18708673	1.3e-29
1	At1g50520	18723049	18724738	1	At1g50560	18727943	18729584	3.0e-199
1	At1g50530	18725397	18724880	1	At1g50570	18731234	18730068	1.8e-11
1	At1g21450	7509710	7511491	1	At1g50600	18743215	18741066	1.5e-103
1	At1g28360	9951921	9952490	1	At1g50640	18761947	18761270	4.6e-27
1	At1g11690	3941469	3942212	1	At1g50660	18775054	18778053	1.7e-21
1	At1g13260	4542383	4543417	1	At1g50680	18782282	18781269	1.4e-41
1	At1g25560	8982963	8981878	1	At1g50680	18782282	18781269	5.5e-40
1	At1g08650	2752209	2753235	1	At1g50700	18785882	18788053	8.6e-51
1	At1g50650	18767965	18767441	1	At1g50720	18793312	18792848	2.6e-17
1	At1g48150	17789066	17790037	1	At1g50780	18824935	18826745	3.2e-108
1	At1g32120	11552906	11558588	1	At1g50790	18830156	18827718	6.3e-70
1	At1g48145	17788582	17788176	1	At1g50790	18830156	18827718	4.9e-27
1	At1g50750	18815718	18812852	1	At1g50790	18830156	18827718	6.4e-204
1	At1g50790	18830156	18827718	1	At1g50820	18838529	18836943	7.6e-201
1	At1g50820	18838529	18836943	1	At1g50830	18841533	18839227	3.7e-103
1	At1g47790	17603613	17602444	1	At1g50870	18858815	18860005	1.4e-105
1	At1g48060	17731964	17733117	1	At1g50870	18858815	18860005	2.0e-81
1	At1g50870	18858815	18860005	1	At1g50880	18864505	18865650	1.6e-34
1	At1g27210	9457904	9455656	1	At1g50890	18869420	18865963	2.2e-39
1	At1g10300	3378144	3380228	1	At1g50920	18874223	18876238	3.1e-259
1	At1g22200	7840591	7837846	1	At1g50950	18884133	18887711	2.4e-26
1	At1g36050	13451679	13454267	1	At1g50950	18884133	18887711	2.2e-29
1	At1g50500	18719265	18711885	1	At1g50970	18899991	18903936	4.6e-172
1	At1g51010	18915265	18917210	1	At1g51030	18918847	18921442	2.9e-18
1	At1g49340	18256023	18267635	1	At1g51040	18924326	18926982	6.6e-236
1	At1g50980	18905725	18904209	1	At1g51055	18929983	18928954	1.2e-37
1	At1g08880	2847679	2847147	1	At1g51060	18930616	18931111	1.6e-40
1	At1g49420	18292168	18291527	1	At1g51090	18936653	18937415	1.4e-20
1	At1g13260	4542383	4543417	1	At1g51120	18941759	18942817	2.5e-37
1	At1g25560	8982963	8981878	1	At1g51120	18941759	18942817	5.8e-38
1	At1g50680	18782282	18781269	1	At1g51120	18941759	18942817	8.6e-138
1	At1g05805	1744842	1747426	1	At1g51140	18949281	18947470	2.1e-34
1	At1g35460	13040070	13041885	1	At1g51140	18949281	18947470	4.1e-37
1	At1g16060	5508557	5511603	1	At1g51190	18981185	18983973	4.0e-53
1	At1g12440	4242320	4241814	1	At1g51200	18989358	18989879	1.9e-35
1	At1g06000	1821801	1820494	1	At1g51210	18991477	18992778	1.9e-62
1	At1g08290	2613177	2610677	1	At1g51220	18995702	18993593	4.5e-77
1	At1g13290	4551524	4550363	1	At1g51220	18995702	18993593	1.6e-77
1	At1g34370	12550980	12552479	1	At1g51220	18995702	18993593	4.9e-29
1	At1g34790	12763931	12765467	1	At1g51220	18995702	18993593	3.7e-80
1	At1g51230	19001102	19000725	1	At1g51240	19004560	19004177	2.6e-49
1	At1g09245	2987369	2986950	1	At1g51250	19005820	19005401	2.6e-17
1	At1g51240	19004560	19004177	1	At1g51250	19005820	19005401	5.3e-67
1	At1g08820	2824415	2821813	1	At1g51270	19011677	19013247	6.1e-34
1	At1g12170	4129699	4128605	1	At1g51320	19029310	19030437	1.3e-61
1	At1g51290	19015841	19016974	1	At1g51320	19029310	19030437	6.8e-161
1	At1g09510	3069398	3070814	1	At1g51410	19063553	19065092	1.3e-95
1	At1g15950	5478849	5481909	1	At1g51410	19063553	19065092	2.5e-69
1	At1g25460	8942798	8944231	1	At1g51410	19063553	19065092	2.7e-56
1	At1g05800	1741203	1742618	1	At1g51440	19074639	19076222	1.8e-73
1	At1g06800	2091442	2089537	1	At1g51440	19074639	19076222	6.9e-136
1	At1g30370	10720740	10719151	1	At1g51440	19074639	19076222	4.5e-93
1	At1g47600	17494211	17497029	1	At1g51470	19091092	19093916	5.0e-268
1	At1g15890	5461400	5463955	1	At1g51480	19097974	19094515	1.1e-281
1	At1g51470	19091092	19093916	1	At1g51490	19098556	19101120	9.6e-178
1	At1g17840	6142863	6145887	1	At1g51500	19104640	19101635	9.8e-185
1	At1g51460	19085003	19080800	1	At1g51500	19104640	19101635	2.1e-228
1	At1g51520	19110457	19112761	1	At1g51530	19113522	19115820	1.6e-30
1	At1g50830	18841533	18839227	1	At1g51540	19117052	19121049	5.1e-155
1	At1g22610	7994467	7997556	1	At1g51570	19128356	19126026	2.2e-283
1	At1g27520	9558739	9562078	1	At1g51590	19135800	19131983	5.2e-39
1	At1g30000	10512304	10509516	1	At1g51590	19135800	19131983	2.6e-77
1	At1g38065	14294501	14292347	1	At1g51630	19147750	19145809	4.0e-24
1	At1g18350	6315679	6316602	1	At1g51660	19158243	19159343	3.0e-72
1	At1g32320	11655136	11656053	1	At1g51660	19158243	19159343	7.5e-52
1	At1g48180	17797386	17796194	1	At1g51670	19160810	19162012	4.3e-49
1	At1g30520	10811021	10813528	1	At1g51680	19165132	19162675	5.4e-31
1	At1g17720	6098058	6093942	1	At1g51690	19169886	19173642	1.7e-219
1	At1g44350	16840641	16837189	1	At1g51760	19203231	19205093	6.3e-103
1	At1g10280	3368741	3366797	1	At1g51770	19205609	19206893	1.6e-90
1	At1g11940	4033944	4031766	1	At1g51770	19205609	19206893	7.5e-41
1	At1g51760	19203231	19205093	1	At1g51780	19208271	19210122	3.8e-183
1	At1g51790	19214240	19210527	1	At1g51800	19217872	19221502	6.5e-188
1	At1g51620	19144204	19145306	1	At1g51805	19229259	19224856	3.7e-66
1	At1g07560	2327317	2331093	1	At1g51820	19245552	19241076	9.9e-253
1	At1g51805	19229259	19224856	1	At1g51820	19245552	19241076	0.
1	At1g49100	18173773	18169815	1	At1g51850	19260452	19256633	8.1e-291
1	At1g51820	19245552	19241076	1	At1g51850	19260452	19256633	0.
1	At1g51800	19217872	19221502	1	At1g51860	19265148	19261303	1.8e-238
1	At1g51860	19265148	19261303	1	At1g51870	19270670	19266548	0.
1	At1g51790	19214240	19210527	1	At1g51880	19277737	19273862	5.6e-182
1	At1g51870	19270670	19266548	1	At1g51880	19277737	19273862	4.7e-317
1	At1g51880	19277737	19273862	1	At1g51890	19282197	19278471	1.2e-311
1	At1g25420	8916128	8917967	1	At1g51900	19286564	19283553	3.1e-15
1	At1g51890	19282197	19278471	1	At1g51910	19292054	19287946	2.6e-278
1	At1g04100	1059808	1061025	1	At1g51950	19309339	19310799	5.4e-26
1	At1g04550	1240581	1241809	1	At1g51950	19309339	19310799	5.5e-33
1	At1g11900	4014629	4013165	1	At1g51965	19317814	19315747	8.5e-24
1	At1g10455	3438556	3439014	1	At1g51970	19318585	19318211	4.2e-19
1	At1g21130	7400459	7399159	1	At1g51990	19334618	19336336	2.1e-70
1	At1g33030	11966192	11964865	1	At1g51990	19334618	19336336	7.8e-57
1	At1g19715	6819423	6816925	1	At1g52030	19351951	19349759	1.1e-42
1	At1g52030	19351951	19349759	1	At1g52040	19356247	19354264	4.8e-161
1	At1g33790	12256970	12260412	1	At1g52070	19370569	19368809	3.1e-85
1	At1g52060	19363976	19362708	1	At1g52070	19370569	19368809	1.6e-129
1	At1g35110	12840975	12833376	1	At1g52087	19379311	19381883	6.9e-294
1	At1g52120	19401499	19399869	1	At1g52130	19406032	19404288	2.0e-106
1	At1g30490	10800726	10796310	1	At1g52150	19417630	19413582	3.5e-283
1	At1g18880	6520791	6523232	1	At1g52190	19438340	19442342	1.5e-99
1	At1g49030	18140462	18141514	1	At1g52200	19447076	19445940	9.4e-29
1	At1g23220	8242603	8244125	1	At1g52250	19462904	19462513	1.0e-15
1	At1g21750	7645756	7648503	1	At1g52260	19464363	19467015	1.0e-45
1	At1g22740	8049236	8050483	1	At1g52280	19473118	19471819	2.7e-79
1	At1g49300	18238510	18240636	1	At1g52280	19473118	19471819	2.8e-93
1	At1g15250	5249376	5248820	1	At1g52300	19479821	19478882	6.4e-46
1	At1g16670	5697839	5699485	1	At1g52310	19482070	19484131	2.9e-50
1	At1g25420	8916128	8917967	1	At1g52315	19484881	19486343	5.2e-17
1	At1g02110	392939	395434	1	At1g52320	19489368	19490873	5.2e-40
1	At1g21740	7641569	7645067	1	At1g52320	19489368	19490873	2.5e-30
1	At1g19710	6814911	6816707	1	At1g52420	19532336	19534704	5.2e-37
1	At1g52430	19539624	19535019	1	At1g52450	19549935	19545353	0.
1	At1g52440	19542490	19544369	1	At1g52460	19554183	19554853	8.9e-49
1	At1g52460	19554183	19554853	1	At1g52470	19558382	19559026	2.8e-22
1	At1g32420	11701975	11702883	1	At1g52490	19562968	19561697	2.0e-42
1	At1g52480	19560614	19559887	1	At1g52490	19562968	19561697	8.2e-42
1	At1g25290	8867144	8868932	1	At1g52580	19591306	19592627	9.0e-17
1	At1g24090	8520823	8524679	1	At1g52590	19593900	19592893	5.9e-18
1	At1g20300	7029691	7031304	1	At1g52640	19614096	19612525	4.3e-49
1	At1g12290	4181245	4178591	1	At1g52660	19617143	19618354	1.1e-62
1	At1g15890	5461400	5463955	1	At1g52660	19617143	19618354	1.5e-60
1	At1g47786	17600338	17601539	1	At1g52695	19627056	19625079	1.9e-39
1	At1g51300	19019771	19017928	1	At1g52700	19637034	19634854	1.4e-31
1	At1g52440	19542490	19544369	1	At1g52700	19637034	19634854	1.7e-23
1	At1g52695	19627056	19625079	1	At1g52700	19637034	19634854	5.9e-52
1	At1g15470	5315833	5317691	1	At1g52730	19646534	19648646	1.5e-140
1	At1g08880	2847679	2847147	1	At1g52740	19649077	19649889	1.2e-28
1	At1g13820	4735619	4737614	1	At1g52750	19652876	19650453	4.7e-11
1	At1g15490	5323417	5320854	1	At1g52750	19652876	19650453	3.9e-181
1	At1g11090	3702655	3703629	1	At1g52760	19655046	19656244	2.3e-66
1	At1g15540	5342582	5343700	1	At1g52800	19667712	19669030	1.0e-72
1	At1g52790	19666969	19665862	1	At1g52800	19667712	19669030	1.4e-80
1	At1g28030	9771780	9773332	1	At1g52820	19672884	19673989	6.9e-81
1	At1g52810	19670795	19671905	1	At1g52820	19672884	19673989	2.5e-81
1	At1g15580	5366455	5365759	1	At1g52830	19677227	19676338	9.4e-38
1	At1g01720	268471	269514	1	At1g52880	19694098	19692953	1.5e-62
1	At1g19040	6576886	6577404	1	At1g52890	19702112	19700960	7.8e-11
1	At1g13380	4590359	4589215	1	At1g52910	19711782	19712796	2.4e-32
1	At1g35143	12855111	12854986	1	At1g52950	19729151	19731675	8.4e-13
1	At1g35920	13373733	13376265	1	At1g52950	19729151	19731675	1.9e-94
1	At1g45190	17106846	17107364	1	At1g52970	19740751	19740302	5.2e-28
